belief_idx,help_config_idx_local,belief_mus,belief_sigmas,help_config,empirical_voa,empirical_voa_population_variance,empirical_baseline_value
0,0,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-1.9014330228342988, -1.6991118824551512, -0.6623470514818365, -1.8511440435201445, 1.5109876014606305, 0.7428784576899913]",0.42537222580539646,3.5198057874590436,1.0723091919794485
0,1,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-2.1805030081670105, -1.456472553959741, -0.6658859694679159, -1.9371768471114088, 1.8595844683808207, 0.8054297684918224]",1.1940502917094853,0.9069613878343243,1.0723091919794485
0,2,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-0.6830265903194725, -1.7805955759059928, -0.9348147244343655, -2.6151308220847507, 0.7678538183867467, 2.9616332364178284]",1.3626118398695795,0.9343718747406035,1.0723091919794485
0,3,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-2.313662072491533, -1.6991831441213614, -0.9973229308447937, -1.1837474168755713, 1.7987264613950509, 0.9298511118964129]",0.4791251968605039,0.36680491146937966,1.0723091919794485
0,4,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[0.9228154497246033, -1.0492493359058759, 1.4037629049632852, 0.20549398950073983, 1.6445752728579397, -2.3269245531264606]",1.44138044134568,0.7696496758674747,1.0723091919794485
0,5,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[1.2654757011851672, -0.3164468112587193, 0.34024796469978735, -2.27242342268901, -2.2710705900906367, 0.9285983202328417]",1.197809574229223,2.3155744747554268,1.0723091919794485
0,6,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-1.104839879259845, -2.8236289196167896, -0.36473925373435967, -1.7603891887379013, 0.4950180675195126, 1.7897395899928712]",1.565591207411881,0.6729464459340306,1.0723091919794485
0,7,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-1.454699944611191, -1.6698776753158502, -1.7114895183064969, -1.3539336029959248, 0.7355922658805608, 1.4740553784045944]",1.3391014670707102,1.1017183441078557,1.0723091919794485
0,8,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-1.4818613085642476, -2.237436739801526, -0.9790015846468063, -1.0679920602514756, 1.1202707050043175, 1.6590996969714815]",0.11731758580456186,0.2457423340760861,1.0723091919794485
0,9,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[0.9561379245962673, 0.15191717048543207, -0.7285357634809374, -2.0380432724674, -1.8843463763511075, 0.6411863939169331]",0.37621139073840093,0.2207228030693632,1.0723091919794485
0,10,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-2.3843943275010484, -2.3646606754979107, -1.6070666223178334, 0.3246683622968538, 1.5208931394736032, 0.6556062331526249]",0.5871146438212217,0.5678991128163726,1.0723091919794485
0,11,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-2.0864551625185217, -1.3195702941130167, -1.7398872009849993, -0.8574884087823406, 1.7572527208666597, 1.2119314943322599]",0.829463411945235,0.5511427296864246,1.0723091919794485
0,12,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-1.8229623325785667, -2.11424875907375, -1.6188190635937292, -0.675633259097724, 0.7523982789791055, 1.197174931889882]",1.4010683577830731,1.0234463009834456,1.0723091919794485
0,13,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-1.0365745742255237, -1.98167255976323, -1.4315615821377705, -1.1055444350530665, 0.6462688714868118, 2.0726844987768143]",1.3344747827799208,0.3054369892463048,1.0723091919794485
0,14,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-2.0538784766367026, -2.4445802827035945, -1.01634126068856, -0.6913597825530136, 1.0075084792399822, 1.003012272719894]",0.3762330008773498,0.41952549915974424,1.0723091919794485
0,15,"[[-0.6707883940438972, -0.6738849536583333], [-0.6179774537275926, -0.9243517206742201], [-0.8966408907712914, -0.5724112461791647], [-0.8270119580579649, -0.7647137444766297]]","[[0.03341828090770939, 0.10977154734804455], [0.1434925629218406, 0.09171838922476026], [0.13954817437961856, 0.108236838721174], [0.06325826435885469, 0.13034770466570206]]","[-2.053956163863288, -1.8310004105974553, -0.9115596282711433, -1.5501578857695515, 1.7044518728183093, 1.131506949537454]",0.8604901921381273,0.7368115424238009,1.0723091919794485
